ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
bsk_h-32-1,,bsk_h,32,tsʰil,tsʰil,tsʰ i l,,hindukush,,,^ tsʰ i l $,default,81f2712b40154bc72c91e4e876c5590b d8c7eef97bc2793d89bdfec65d490db7
bsk_h-36-1,,bsk_h,36,mi,mi,m i,,hindukush,,,^ m i $,default,45b79cbd3f49a1f0afe439925b53fbd1 f4b7650d2e3d3461475986546dc401a1
bsk_h-40-1,,bsk_h,40,un,un,u n,,hindukush,,,^ u n $,default,7ea307bbe3a9b1d04ac7755a87aae14e dcc3510878916e1ac55c08a278277d77
bsk_n-1-1,,bsk_n,1,multan,multan,m u l t a n,,hindukush,,,^ m u l t a n $,default,8cbfe9b7b56dfeb2b4006ddabfa4386f 560cecd336523eb1cb74735fb85c3a68
bsk_n-5-1,,bsk_n,5,tin,tin,t i n,,hindukush,,,^ t i n $,default,06f5147f00ce6d0f8685376015c8ce29 2812269db59493b828dd5ca17a9ae879
bsk_n-9-1,,bsk_n,9,andil,andil,a n d i l,,hindukush,,,^ a n d i l $,default,2481a0ad528a0cc0be4979df22940ce4 9a42a7efecb967c563bce6f1a2b3a56a
bsk_n-13-1,,bsk_n,13,ɖʐũ,ɖʐũ,ɖʐ ũ,,hindukush,,,^ ɖʐ ũ $,default,b6e7168f4cb7a11c74fddb64576fe51d b431778fedc7203e23cef77e4b14e879
bsk_n-17-1,,bsk_n,17,ajram,ajram,a j r a m,,hindukush,,,^ a j r a m $,default,6d2f4ef5814375c59eb9b2dd97fa65e8 29a13fdd27654a86f521c2814022087c
bsk_n-21-1,,bsk_n,21,huk,huk,h u k,,hindukush,,,^ h u k $,default,72b98293d4201f5a11bd6c04c75e48a9 9ac05935fd311cd013bf3929f1579619
bsk_n-25-1,,bsk_n,25,minaːm,minaːm,m i n aː m,,hindukush,,,^ m i n aː m $,default,4cefc0d9b90d85a5230e900773fd74af c159873d8bdd18401112c734f4861a19
bsk_n-29-1,,bsk_n,29,altumal,altumal,a l t u m a l,,hindukush,,,^ a l t u m a l $,default,5ec4824efd389bafe89858e382ecec78 55d8a1bd6f9d0ccce5e94b82a0542dd6
bsk_n-33-1,,bsk_n,33,altɕin,altɕin,a l tɕ i n,,hindukush,,,^ a l tɕ i n $,default,1242f5b3be96865fec4eda26ae45eef3 6e0c2916c8ab793016bdb36c35370e48
bsk_n-37-1,,bsk_n,37,fu,fu,f u,,hindukush,,,^ f u $,default,7d095e20f492194e2a1adf908333fd7b 2d2b8522b0448e81b9d942f6c8bc6c35
bsk_n-2-1,,bsk_n,2,tɕʰumo,tɕʰumo,tɕʰ u m o,,hindukush,,,^ tɕʰ u m o $,default,2cb7f53a188213db9b8bd722d8b6e124 e985c94aac8a71bd5ba96cfe906b46ec
bsk_n-6-1,,bsk_n,6,ʂeg,ʂeg,ʂ e g,,hindukush,,,^ ʂ e g $,default,b37de2fecb408288e3671bf9d56ce545 8573d96ca3ef0535dd3fcc269e44dafb
bsk_n-10-1,,bsk_n,10,ariːŋ,ariːŋ,a r iː ŋ,,hindukush,,,^ a r iː ŋ $,default,25271ee1a5df9e79714c60c9bcd21d3d ec4b2d16c92347eb8885caf0ad067467
bsk_n-14-1,,bsk_n,14,dajalam,dajalam,d a j a l a m,,hindukush,,,^ d a j a l a m $,default,c808f10f4a77c7b365a6461fd86d7d76 93f5f3ffe66e43c634b6f907651487ca
bsk_n-18-1,,bsk_n,18,"iltur, altur",iltur,i l t u r,,hindukush,,,^ i l t u r $,default,eab2d048b10a38918afdac2cc6590d68 77c6ce55ae091c08ad721a20f508ff87 87f29d66e60d1a2638bf0b562135d7bd af0f624fa227e1cbd523b860d686f04a
bsk_n-18-2,,bsk_n,18,"iltur, altur",altur,a l t u r,,hindukush,,,^ a l t u r $,default,eab2d048b10a38918afdac2cc6590d68 77c6ce55ae091c08ad721a20f508ff87 87f29d66e60d1a2638bf0b562135d7bd af0f624fa227e1cbd523b860d686f04a
bsk_n-22-1,,bsk_n,22,"dʑaː, dʑe",dʑaː,dʑ aː,,hindukush,,,^ dʑ aː $,default,1574bb8dd2bd38c225328a133e6522fa 12792391b80b89636aa2b05c0edbbc1b d204fa473292e2badb4b4de28f0d76e7 5c59e77039892a76c4581c70b8a9cd49
bsk_n-22-2,,bsk_n,22,"dʑaː, dʑe",dʑe,dʑ e,,hindukush,,,^ dʑ e $,default,1574bb8dd2bd38c225328a133e6522fa 12792391b80b89636aa2b05c0edbbc1b d204fa473292e2badb4b4de28f0d76e7 5c59e77039892a76c4581c70b8a9cd49
bsk_n-26-1,,bsk_n,26,adumus,adumus,a d u m u s,,hindukush,,,^ a d u m u s $,default,0291179aae74b8a832098b7f2fe87f62 22abb276f1ec95f04dda5774daa3ccf4
bsk_n-30-1,,bsk_n,30,tap,tap,t a p,,hindukush,,,^ t a p $,default,8b2152751ee5f1c925cdd66a17f55686 0b74d908c1f6baf5582f9711a67d4c21
bsk_n-34-1,,bsk_n,34,"akin, ekin",akin,a k i n,,hindukush,,,^ a k i n $,default,2a0b108cd121039058eefb46068a4eff 1252a03dd80fddcf534d7197fb58050e fa3c28ef75b56f7fce9f95a39fc7c3e7 d43fb16185ab45717fd66d2def98e102
bsk_n-34-2,,bsk_n,34,"akin, ekin",ekin,e k i n,,hindukush,,,^ e k i n $,default,2a0b108cd121039058eefb46068a4eff 1252a03dd80fddcf534d7197fb58050e fa3c28ef75b56f7fce9f95a39fc7c3e7 d43fb16185ab45717fd66d2def98e102
bsk_n-38-1,,bsk_n,38,kʰaruː,kʰaruː,kʰ a r uː,,hindukush,,,^ kʰ a r uː $,default,6105730b1df366d0a49d096d5bb01e33 20ee4f577a2dc18e6a64d289a26c7974
bsk_n-3-1,,bsk_n,3,tɕʰar,tɕʰar,tɕʰ a r,,hindukush,,,^ tɕʰ a r $,default,a4d730a0323ecebdbd343e567707da04 9ba1cf01426e0faa488cff4cfef4ab09
bsk_n-7-1,,bsk_n,7,guik,guik,g u i k,,hindukush,,,^ g ui k $,default,74a14a0e1cffd1f7ea333ca189f13b7e 225b6b29ea2a5356de2c005978601e5e
bsk_n-11-1,,bsk_n,11,"naja, tʰoʂ",naja,n a j a,,hindukush,,,^ n a j a $,default,f9309d19e52d5247aa092f0346e02db7 9712db0a55cc1d7b34409a2a6f144839 5d5b0853785e3eb1c13596c20064f0c3 677e61d94b6158048e64b29cded0dc43
bsk_n-11-2,,bsk_n,11,"naja, tʰoʂ",tʰoʂ,tʰ o ʂ,,hindukush,,,^ tʰ o ʂ $,default,f9309d19e52d5247aa092f0346e02db7 9712db0a55cc1d7b34409a2a6f144839 5d5b0853785e3eb1c13596c20064f0c3 677e61d94b6158048e64b29cded0dc43
bsk_n-15-1,,bsk_n,15,tʰap,tʰap,tʰ a p,,hindukush,,,^ tʰ a p $,default,3e5a2c1d87ba42261210d9a17577b536 ff253102307f5c2db9659a4108e6cafe
bsk_n-19-1,,bsk_n,19,amuːpuʂ,amuːpuʂ,a m uː p u ʂ,,hindukush,,,^ a m uː p u ʂ $,default,a9b4cf5e59b455db3a1729f89ce6e1ad fcdf663e4871e6a776cd74b093310d80
bsk_n-23-1,,bsk_n,23,han,han,h a n,,hindukush,,,^ h a n $,default,f746a0d997148f4d63c3114e60262fa1 65de03e1f2825f26ec0753b55d8bbea9
bsk_n-27-1,,bsk_n,27,gan,gan,g a n,,hindukush,,,^ g a n $,default,5cf6cf12e6b5216b227c6472ed6529dd e2e6dbe3f28df7615def712b3d3983c2
bsk_n-31-1,,bsk_n,31,sisan,sisan,s i s a n,,hindukush,,,^ s i s a n $,default,32e79adc2c173fc7a29b6b96f1947e8b 41346d8fe5e1e450ef313fa200431e1b
bsk_n-35-1,,bsk_n,35,"beren, beranas",beren,b e r e n,,hindukush,,,^ b e r e n $,default,3ca7a18b65d260dae07529ff9badc1c4 9e8b720aa9b31eeb6235f1392c1f2ed6 8645c6b97b10c83809f912a0ea7e05e6 5404a88a34b59bd04e7845866e17f283
bsk_n-35-2,,bsk_n,35,"beren, beranas",beranas,b e r a n a s,,hindukush,,,^ b e r a n a s $,default,3ca7a18b65d260dae07529ff9badc1c4 9e8b720aa9b31eeb6235f1392c1f2ed6 8645c6b97b10c83809f912a0ea7e05e6 5404a88a34b59bd04e7845866e17f283
bsk_n-39-1,,bsk_n,39,baʈ,baʈ,b a ʈ,,hindukush,,,^ b a ʈ $,default,f637836015200fe2a70c710d035d0650 58fd69e34f7c959f8417ea46ff4ace8e
bsk_n-4-1,,bsk_n,4,asiː,asiː,a s iː,,hindukush,,,^ a s iː $,default,9916bc525a8272ef1f2502e71e56d0f3 3aa07d1a8db8449215bff9689966fb9c
bsk_n-8-1,,bsk_n,8,"dan, danan",dan,d a n,,hindukush,,,^ d a n $,default,4f3ed1c9ac5d08469316844709d8c46d dea22a6236888d371b6720e781a57efe 269fd9094419f6e3a84f163aa87baad4 cf124f74257383dd45908b691154e7a6
bsk_n-8-2,,bsk_n,8,"dan, danan",danan,d a n a n,,hindukush,,,^ d a n a n $,default,4f3ed1c9ac5d08469316844709d8c46d dea22a6236888d371b6720e781a57efe 269fd9094419f6e3a84f163aa87baad4 cf124f74257383dd45908b691154e7a6
bsk_n-12-1,,bsk_n,12,sa,sa,s a,,hindukush,,,^ s a $,default,56768f73db0cb5caa5716edcd50bc87f c2f88df80b7f41879a6ef3f125208442
bsk_n-16-1,,bsk_n,16,baːʂ,baːʂ,b aː ʂ,,hindukush,,,^ b aː ʂ $,default,0f990255a55070294688b3dc500615d7 1f83fec33cdf8bcdf15bdd612ecc7d49
bsk_n-20-1,,bsk_n,20,ameː,ameː,a m eː,,hindukush,,,^ a m eː $,default,59ddd366bbb4fef4363f490b48a88944 9e6bb7781ec6a45a62baa0a68509966a
bsk_n-24-1,,bsk_n,24,"tom, toman",tom,t o m,,hindukush,,,^ t o m $,default,11d49d3690587520f3a43ce02adef7ae 6a7409a0a83366fd7da7bda87b53ac6c 08210ed62d091982c3ebac1147cc4846 ea52ce9ed9b3b8d6c16f8e15f74d08cb
bsk_n-24-2,,bsk_n,24,"tom, toman",toman,t o m a n,,hindukush,,,^ t o m a n $,default,11d49d3690587520f3a43ce02adef7ae 6a7409a0a83366fd7da7bda87b53ac6c 08210ed62d091982c3ebac1147cc4846 ea52ce9ed9b3b8d6c16f8e15f74d08cb
bsk_n-28-1,,bsk_n,28,altats,altats,a l t a ts,,hindukush,,,^ a l t a ts $,default,7afdec57c4727e66a55d7e31e04d3d99 c4d48fac9d6f5060d133b6d0b122321a
bsk_n-32-1,,bsk_n,32,tsʰil,tsʰil,tsʰ i l,,hindukush,,,^ tsʰ i l $,default,0eb44f54de96096d7f716623b594296b d891e5ce08fb703cf8d2e99df00bcc1f
bsk_n-36-1,,bsk_n,36,"mi, miː",mi,m i,,hindukush,,,^ m i $,default,bdc43473b1231762673d65dc5cb854d5 1d993358e336e527019fdd93cb26bcbd 6bfd169b7e3ab4e903d5b1248e553f21 05512f91ba091e81c98b0ccccdf078cc
bsk_n-36-2,,bsk_n,36,"mi, miː",miː,m iː,,hindukush,,,^ m iː $,default,bdc43473b1231762673d65dc5cb854d5 1d993358e336e527019fdd93cb26bcbd 6bfd169b7e3ab4e903d5b1248e553f21 05512f91ba091e81c98b0ccccdf078cc
bsk_n-40-1,,bsk_n,40,um,um,u m,,hindukush,,,^ u m $,default,fada5455bca65bd3f00ab3128cac9b12 ffe74fe703ba0ff78172fef438aee855
dml-1-1,,dml,1,loːi,loːi,l oː i,,hindukush,,,^ l oːi $,default,9ee585fce11e5047a41cdbe213c2c7b8 a89c691e75c40fd740781cb74427e186
dml-5-1,,dml,5,aɳʈʰiː,aɳʈʰiː,a ɳ ʈʰ iː,,hindukush,,,^ a ɳ ʈʰ iː $,default,9b4dfdfe412aae0834398c1453c81596 4b49f3e54e92441fb076d30735a1e96f
dml-9-1,,dml,9,tɕutɕu,tɕutɕu,tɕ u tɕ u,,hindukush,,,^ tɕ u tɕ u $,default,d9c3cdd9110bd5db47ee853f9b7a5f80 63d428979ca68f73980b6f59a9f2e723
dml-13-1,,dml,13,aːtsan,aːtsan,aː ts a n,,hindukush,,,^ aː ts a n $,default,9041a5edee5f005b1c289ba875e6a402 7061f231b01012969cd7a16b6b7efb22
dml-17-1,,dml,17,bren,bren,b r e n,,hindukush,,,^ b r e n $,default,646f4d975ac79a3b4b435ebc0ec24c1f 674a92573cac6700ada293c878459bf3
dml-21-1,,dml,21,tsuna,tsuna,ts u n a,,hindukush,,,^ ts u n a $,default,2c334c87898cc2f227ec4ce78bece1d5 dfdbf1aaea4b4ad371504204c37aa9ca
dml-25-1,,dml,25,pen,pen,p e n,,hindukush,,,^ p e n $,default,2f4f81e53ab4bcfa34f00eaae781be75 6e9035bb166f1b2e1f99f66b94d46fd2
dml-29-1,,dml,29,kaːr,kaːr,k aː r,,hindukush,,,^ k aː r $,default,76cf2a0bc78c9d960f03c991c392539d 3d28424434a7bd2bdb357f1569a66cf2
dml-33-1,,dml,33,ĩːtɕʰ,ĩːtɕʰ,ĩː tɕʰ,,hindukush,,,^ ĩː tɕʰ $,default,19a76debad6ea1181fbf9e9874628fb2 932e92461383f1413a08ff0a88976b6f
dml-37-1,,dml,37,aŋgar,aŋgar,a ŋ g a r,,hindukush,,,^ a ŋ g a r $,default,65c14f5f2adbc693f74423773acfcdaf 0772d59d03e9bf932f1e32882edea8d2
dml-2-1,,dml,2,aːmras,aːmras,aː m r a s,,hindukush,,,^ aː m r a s $,default,3ec479a4eb475fa6fc03b764343c3c57 a67480cc78224928cc718ac4d19dcbce
dml-6-1,,dml,6,poːrisan,poːrisan,p oː r i s a n,,hindukush,,,^ p oː r i s a n $,default,0462183ae133f255b46297477fc3c7da b56fa0e3463d6177ab3e51237ffc3137
dml-10-1,,dml,10,daɕ,daɕ,d a ɕ,,hindukush,,,^ d a ɕ $,default,a0f92c1865bf6dc081b709ce2d5f49c6 8383e67c8c28f0fcd12f27fa267d4694
dml-14-1,,dml,14,uɕtruːnan,uɕtruːnan,u ɕ t r uː n a n,,hindukush,,,^ u ɕ t r uː n a n $,default,a1c1d8b64e3f01121a1c955f55a54bad 242a7d275cc3985cfb60d4a4d69b0e84
dml-18-1,,dml,18,ʂiŋ,ʂiŋ,ʂ i ŋ,,hindukush,,,^ ʂ i ŋ $,default,8df3a52bd472f6be95f52bcba3813046 b0e0e128084c20be799bfd4dde18d4b7
dml-22-1,,dml,22,ai,ai,ai,,hindukush,,,^ ai $,default,cd4844578b1b21692782995df9632309 4c059aa368905607edfde9ae37d0888d
dml-26-1,,dml,26,kʰuʈa,kʰuʈa,kʰ u ʈ a,,hindukush,,,^ kʰ u ʈ a $,default,16f3da31d8490fd79e494c8cc87f22e5 44188465c9c47dcb8912abd07a5922cf
dml-30-1,,dml,30,pʰaʈ,pʰaʈ,pʰ a ʈ,,hindukush,,,^ pʰ a ʈ $,default,6b6f6f26f5f6789dfca656a87e1ab09c e1397c59a3497b513673be6488528ab3
dml-34-1,,dml,34,patɕa,patɕa,p a tɕ a,,hindukush,,,^ p a tɕ a $,default,70709dd8686c9ab7d97b55806eb11729 5676cccead53fab1b5534827a593d5f1
dml-38-1,,dml,38,ʑũː,ʑũː,ʑ ũː,,hindukush,,,^ ʑ ũː $,default,9ec6e8f1f6d92ddf4e981f13ee6ab53a e50c24739474b72548a2785f6212fd3d
dml-3-1,,dml,3,tɕuɻo,tɕuɻo,tɕ u ɻ o,,hindukush,,,^ tɕ u ɻ o $,default,7d5d8e035c2331b7731c539381e1df60 e50bc495cc792b1cff8847997f3d7aa0
dml-7-1,,dml,7,nam,nam,n a m,,hindukush,,,^ n a m $,default,273ebf2bef313694a6bd0cacdf432ca9 55252a9795fb87c561a32da3f45acb47
dml-11-1,,dml,11,nuwãː,nuwãː,n u w ãː,,hindukush,,,^ n u w ãː $,default,a2d58cb94d90ede7d310b0a328d51595 c9cd5f036cc4da3135433c28fdc946ae
dml-15-1,,dml,15,ret,ret,r e t,,hindukush,,,^ r e t $,default,d78019c7267fe85cc85ec890776ef4ad 4d22ec4171b21259cbccf83db52a9615
dml-19-1,,dml,19,naːs,naːs,n aː s,,hindukush,,,^ n aː s $,default,3cafcdfea770d0638102db2cc9cfeb46 b883929ea680f21a9755b4da81e7775b
dml-23-1,,dml,23,ek,ek,e k,,hindukush,,,^ e k $,default,d21d16a8224c37ef368e574d2818ceae 7fb76c5224eafe330397ec95eb8517ab
dml-27-1,,dml,27,pʰan,pʰan,pʰ a n,,hindukush,,,^ pʰ a n $,default,2a64b9c4f11d9e8fc5c02c184fe83989 ff636a175879b8f01ddb937b5f229e9c
dml-31-1,,dml,31,matɕ,matɕ,m a tɕ,,hindukush,,,^ m a tɕ $,default,9f8e172ccf005d60c6bcb68af3838020 4463c18dedb72eb3e4e04106870eb731
dml-35-1,,dml,35,daʈʂan,daʈʂan,d a ʈʂ a n,,hindukush,,,^ d a ʈʂ a n $,default,f43ed97078e7322d973bc28781eebb7c 3cdb8e8a14c0b9969af4b26a1dcfbce6
dml-39-1,,dml,39,gadra,gadra,g a d r a,,hindukush,,,^ g a d r a $,default,dffe055ec900931b88690bb2338fc693 f09bcc5f36087004e237ca4df0500538
dml-4-1,,dml,4,iɕtaːri,iɕtaːri,i ɕ t aː r i,,hindukush,,,^ i ɕ t aː r i $,default,e3b74a7e8fb5f8e81453d00f5b7c7250 8ed3d2e20178cb3e0d92aa0065d65e2b
dml-8-1,,dml,8,baːt,baːt,b aː t,,hindukush,,,^ b aː t $,default,2afc59e234e2e3e81d6b87ebe13b89a4 337492c186bd8d5bbc513b51a97c7610
dml-12-1,,dml,12,ser,ser,s e r,,hindukush,,,^ s e r $,default,9d01b7cc74dff22b5ae309e5f64a916b 777547df8b26bc4dce5d8a268caf5045
dml-16-1,,dml,16,ʑip,ʑip,ʑ i p,,hindukush,,,^ ʑ i p $,default,c86803361925330befdf0beb324621c3 64f0eea98375ed9154d6c4d1a04b2d23
dml-20-1,,dml,20,dan,dan,d a n,,hindukush,,,^ d a n $,default,fdf0bfd924f4e7ed80fcfa4b9c9137bd 4ceaf7751976582687d409923a97643d
dml-24-1,,dml,24,muʈ,muʈ,m u ʈ,,hindukush,,,^ m u ʈ $,default,d894dcefb10931dd4bdba2a9272e231c 64811c8b7f1d97b58b8a91d1e08cf126
dml-28-1,,dml,28,duː,duː,d uː,,hindukush,,,^ d uː $,default,c40a59e4e1208cd2f5224b4b846d1386 51fe536fe80e9c27ce62f2a4bdd214a4
dml-32-1,,dml,32,aːu,aːu,aːu,,hindukush,,,^ aːu $,default,730e4422cb1ac576724f508ee7fb045b 03caeb1bc91ba550e7e3dcd1e5baedd7
dml-36-1,,dml,36,ai,ai,ai,,hindukush,,,^ ai $,default,be72cd56fd02f07aa4b9ac0382214e47 82aa27262be0deaa80e60014af9eb541
dml-40-1,,dml,40,tuː,tuː,t uː,,hindukush,,,^ t uː $,default,aba233d9fbf88d8e5d2b744bb0592d35 09e0864f0548241b0e917e5e58ec4153
prs_d-1-1,,prs_d,1,χu,χu,χ u,,hindukush,,,^ χ u $,default,6641d5b5f944dbc21ad3145a66d33f3f cbd7ff9db9e2abde4a13f710a39ecdcd
prs_d-5-1,,prs_d,5,astaʁu,astaʁu,a s t a ʁ u,,hindukush,,,^ a s t a ʁ u $,default,2387646d3d201f048fe6f4e9d176aade 2d481bb62671fd07d905f133b1d97412
prs_d-9-1,,prs_d,9,"dʒidʒi, pistu",dʒidʒi,dʒ i dʒ i,,hindukush,,,^ dʒ i dʒ i $,default,400dd1d2417d236a9304b06a4efab91b 87b8494a248c27b4bec641ac8f3d4512 9a7863474297bded369f1dc58f9004df d4c52302337a53849ad2e06b49723683
prs_d-9-2,,prs_d,9,"dʒidʒi, pistu",pistu,p i s t u,,hindukush,,,^ p i s t u $,default,400dd1d2417d236a9304b06a4efab91b 87b8494a248c27b4bec641ac8f3d4512 9a7863474297bded369f1dc58f9004df d4c52302337a53849ad2e06b49723683
prs_d-13-1,,prs_d,13,"umajan, umaja",umajan,u m a j a n,,hindukush,,,^ u m a j a n $,default,b7825ace5d686003b40b08a78bfe7a04 c68a344f4966c9b6f59475092f8335bf de2409bca81e903280243eb6eab9fec7 983f6d0cc5ecd900ca083473f69ec2e7
prs_d-13-2,,prs_d,13,"umajan, umaja",umaja,u m a j a,,hindukush,,,^ u m a j a $,default,b7825ace5d686003b40b08a78bfe7a04 c68a344f4966c9b6f59475092f8335bf de2409bca81e903280243eb6eab9fec7 983f6d0cc5ecd900ca083473f69ec2e7
prs_d-17-1,,prs_d,17,mʉran,mʉran,m ʉ r a n,,hindukush,,,^ m ʉ r a n $,default,5b439e67d54addff3aec31e8dcffc2ab a514388f3fa1b05c2cf373a140e69ce9
prs_d-21-1,,prs_d,21,sag,sag,s a g,,hindukush,,,^ s a g $,default,58fb3af0e45082b2de1a09cc436d7522 fe0135f0f95358f5b0cf5f7e933de9f6
prs_d-25-1,,prs_d,25,χəːran,χəːran,χ əː r a n,,hindukush,,,^ χ əː r a n $,default,6a1274203d87344d2f8c958b3a2ab3c7 c67351a79f0c19e2270be5bf4998b2e3
prs_d-29-1,,prs_d,29,gəːʃ,gəːʃ,g əː ʃ,,hindukush,,,^ g əː ʃ $,default,ca606438e6e5a71a077c64f4ad868021 55f108643ced567ce3d96e4a66a13090
prs_d-33-1,,prs_d,33,tʃiʃəm,tʃiʃəm,tʃ i ʃ ə m,,hindukush,,,^ tʃ i ʃ ə m $,default,366eea029d77e1e72bfefbb429ba5764 e1801920261fd707e14cdf1af5713c70
